土建材料,卫浴洁具,配件,http://www.vvupup.com/search?fcid=572,1
土建材料,卫浴洁具,卫浴陶瓷,http://www.vvupup.com/search?fcid=573,11
土建材料,卫浴洁具,卫浴五金,http://www.vvupup.com/search?fcid=55,30
土建材料,卫浴洁具,厨卫龙头,http://www.vvupup.com/search?fcid=574,1
土建材料,卫浴洁具,不锈钢盆,http://www.vvupup.com/search?fcid=575,1
土建材料,卫浴洁具,整体台盆,http://www.vvupup.com/search?fcid=461,2
土建材料,瓷砖,仿石材拼花瓷砖,http://www.vvupup.com/search?fcid=527,2
土建材料,瓷砖,瓷抛砖,http://www.vvupup.com/search?fcid=528,2
土建材料,瓷砖,陶质砖,http://www.vvupup.com/search?fcid=83,4
土建材料,瓷砖,抛光砖,http://www.vvupup.com/search?fcid=84,12
土建材料,瓷砖,瓷质砖（瓷片）,http://www.vvupup.com/search?fcid=87,20
土建材料,瓷砖,仿古砖,http://www.vvupup.com/search?fcid=88,1
土建材料,瓷砖,全抛釉砖,http://www.vvupup.com/search?fcid=89,12
土建材料,木地板,强化地板,http://www.vvupup.com/search?fcid=288,6
土建材料,户内门,户内门,http://www.vvupup.com/search?fcid=407,1
土建材料,户内门,背景墙,http://www.vvupup.com/search?fcid=408,1
土建材料,户内门,五金配件,http://www.vvupup.com/search?fcid=410,2
土建材料,户内门,基层,http://www.vvupup.com/search?fcid=411,1
土建材料,橱柜及收纳,橱柜,http://www.vvupup.com/search?fcid=395,1
土建材料,橱柜及收纳,浴室柜,http://www.vvupup.com/search?fcid=396,1
土建材料,装修辅材,纸面石膏板,http://www.vvupup.com/search?fcid=239,1
土建材料,装修辅材,轻钢龙骨,http://www.vvupup.com/search?fcid=240,1
土建材料,装修辅材,螺丝,http://www.vvupup.com/search?fcid=242,1
土建材料,内外墙石材类,室外石材类,http://www.vvupup.com/search?fcid=233,2
土建材料,内外墙石材类,室内石材类,http://www.vvupup.com/search?fcid=234,2
土建材料,内外墙石材类,石材超规格类,http://www.vvupup.com/search?fcid=236,1
土建材料,内外墙石材类,其他,http://www.vvupup.com/search?fcid=237,1
土建材料,淋浴屏,有框一字形,http://www.vvupup.com/search?fcid=92,2
土建材料,淋浴屏,无框一字形淋浴屏,http://www.vvupup.com/search?fcid=93,4
土建材料,淋浴屏,方形,http://www.vvupup.com/search?fcid=94,2
土建材料,开关面板,面板,http://www.vvupup.com/search?fcid=350,1
土建材料,开关面板,配件,http://www.vvupup.com/search?fcid=352,1
土建材料,软装,布艺,http://www.vvupup.com/search?fcid=546,4
土建材料,台面石,人造石,http://www.vvupup.com/search?fcid=447,1
土建材料,台面石,石英石,http://www.vvupup.com/search?fcid=448,1
电器,PC构件,PC构件,http://www.vvupup.com/search?fcid=210,3
电器,PC构件,PC路牙石,http://www.vvupup.com/search?fcid=211,1
电器,PC构件,PC排水槽,http://www.vvupup.com/search?fcid=228,1
电器,防水材料,防水涂料,http://www.vvupup.com/search?fcid=22,2
电器,涂料,内墙面漆,http://www.vvupup.com/search?fcid=6,2
电器,涂料,外墙腻子,http://www.vvupup.com/search?fcid=7,1
电器,涂料,地坪,http://www.vvupup.com/search?fcid=12,1
电器,涂料,真石漆,http://www.vvupup.com/search?fcid=13,1
电器,涂料,多彩涂料,http://www.vvupup.com/search?fcid=529,1
电器,涂料,质感砂,http://www.vvupup.com/search?fcid=498,1
电器,管材,PVC红、蓝电工套管及管件,http://www.vvupup.com/search?fcid=532,2
电器,管材,PVC排水管材管件,http://www.vvupup.com/search?fcid=37,35
电器,管材,PPR管材管件,http://www.vvupup.com/search?fcid=38,8
电器,管材,PB管材管件,http://www.vvupup.com/search?fcid=475,2
电器,管材,PVC给水管材管件,http://www.vvupup.com/search?fcid=486,1
电器,防火门,钢质带视口隔热防火门,http://www.vvupup.com/search?fcid=222,1
电器,防火门,钢框玻璃不锈钢包边防火门,http://www.vvupup.com/search?fcid=223,1
电器,防火门,无机特级防火卷帘,http://www.vvupup.com/search?fcid=224,1
电器,防火门,带大拉手木纹转印钢质隔热防火门,http://www.vvupup.com/search?fcid=225,1
电器,防火门,带大拉手覆PVC膜钢质隔热防火门,http://www.vvupup.com/search?fcid=226,1
电器,车库门,快卷门,http://www.vvupup.com/search?fcid=203,1
电器,车库门,车库门,http://www.vvupup.com/search?fcid=204,1
